SSID,BSSID,MANUFACTURER,SIGNAL,High Signal,RSSI,High RSSI,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,BTX,OTX,NETWORK TYPE,LABEL,LATITUDE,LONGITUDE,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC),name,network_id,signal,frequency,longitude,latitude
LTC_FTTH 2,dc:99:14:ae:a0:c8,"HUAWEI TECHNOLOGIES CO.,LTD",48,54,-79,-77,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:38.709,LTC_FTTH 2,dc:99:14:ae:a0:c8,-76,2462,102.619243124836,17.97623710699217
c6a2b6fd,50:2c:c6:a2:b6:fd,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",51,60,-78,-75,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:38.709,c6a2b6fd,50:2c:c6:a2:b6:fd,-79,2412,102.61934330354728,17.976276230247443
HB STORE AUDIO,94:98:69:3b:2d:ce,zte corporation,57,77,-76,-67,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:38.709,HB STORE AUDIO,94:98:69:3b:2d:ce,-77,2422,102.61934330354728,17.976276230247443
My VW 0085 5G,2e:d1:c6:66:b0:4b,Unknown,57,57,-76,-76,WPA2-Personal,CCMP,802.11ac,40,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:38.709,My VW 0085 5G,2e:d1:c6:66:b0:4b,-85,5200,102.619243124836,17.97623710699217
Saykeo,dc:99:14:56:fb:1c,"HUAWEI TECHNOLOGIES CO.,LTD",63,80,-74,-63,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:38.709,Saykeo,dc:99:14:56:fb:1c,-68,2412,102.61901773460612,17.976221615143317
RELAX_MENU2,ea:08:6b:e7:f6:24,Unknown,27,27,-86,-86,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:42.063,RELAX_MENU2,ea:08:6b:e7:f6:24,-74,5745,102.61901773460612,17.976221615143317
TP-LINK_F624_5G,ec:08:6b:e7:f6:24,"TP-LINK TECHNOLOGIES CO.,LTD.",21,21,-88,-88,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:43.916,TP-LINK_F624_5G,ec:08:6b:e7:f6:24,-74,5745,102.619243124836,17.97623710699217
Seng,b0:08:75:f9:0b:60,"HUAWEI TECHNOLOGIES CO.,LTD",60,60,-75,-75,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:43.916,Seng,b0:08:75:f9:0b:60,-76,2422,102.61901773460612,17.976221615143317
Tomou 5G,18:de:d7:87:15:9c,"HUAWEI TECHNOLOGIES CO.,LTD",42,42,-81,-81,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:43.916,Tomou 5G,18:de:d7:87:15:9c,-77,2417,102.61901773460612,17.976221615143317
TP-LINK_F625,ec:08:6b:e7:f6:25,"TP-LINK TECHNOLOGIES CO.,LTD.",48,48,-79,-79,Open,,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:43.916,TP-LINK_F625,ec:08:6b:e7:f6:25,-63,2437,102.619243124836,17.97623710699217
c6a2a8dc,50:2c:c6:a2:a8:dc,"GREE ELECTRIC APPLIANCES, INC. OF ZHUHAI",48,51,-79,-78,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:49.168,c6a2a8dc,50:2c:c6:a2:a8:dc,-71,2412,102.61901773460612,17.976221615143317
sinthanou's S24 Ultra,0a:b7:17:5b:4b:0b,Unknown,72,84,-71,-57,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:49.168,sinthanou's S24 Ultra,0a:b7:17:5b:4b:0b,-65,2412,102.61891633741595,17.97632056351923
collatealaos,58:d3:12:e3:23:57,Unknown,72,72,-71,-71,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:49.168,collatealaos,58:d3:12:e3:23:57,-84,2442,102.61891633741595,17.97632056351923
0ae40984,a6:04:50:8e:3b:fe,Unknown,51,66,-78,-73,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:51.309,0ae40984,a6:04:50:8e:3b:fe,-68,5180,102.61891633741595,17.97632056351923
mimie shop,cc:29:bd:68:83:6c,zte corporation,33,85,-84,-55,WPA2-Personal,CCMP,802.11n,7,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:53.141,mimie shop,cc:29:bd:68:83:6c,-72,2442,102.619073923288,17.977449156382846
RELAX_MENU,ea:08:6b:e7:f6:25,Unknown,51,51,-78,-78,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:53.141,RELAX_MENU,ea:08:6b:e7:f6:25,-67,2437,102.61901773460612,17.976221615143317
AMPHONE,d0:96:fb:78:15:97,DZS Inc.,77,85,-68,-55,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:53.141,AMPHONE,d0:96:fb:78:15:97,-69,2412,102.61900761221574,17.97668661887705
Toumkham,6c:14:6e:71:ef:d8,"HUAWEI TECHNOLOGIES CO.,LTD",9,69,-92,-72,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:55.868,Toumkham,6c:14:6e:71:ef:d8,-76,5745,102.61900761221574,17.97668661887705
MOCK,48:8e:ef:3b:a5:c0,"HUAWEI TECHNOLOGIES CO.,LTD",51,51,-78,-78,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:57.995,MOCK,48:8e:ef:3b:a5:c0,-79,2457,102.61900761221574,17.97668661887705
HUAWEI-2.4G-9Wa3,6c:14:6e:6f:fa:b0,"HUAWEI TECHNOLOGIES CO.,LTD",54,76,-77,-69,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:25:57.995,HUAWEI-2.4G-9Wa3,6c:14:6e:6f:fa:b0,-69,2447,102.61907195587064,17.977093068902338
BisTon 5G,5c:64:7a:45:7e:68,"HUAWEI TECHNOLOGIES CO.,LTD",12,69,-91,-72,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:00.218,BisTon 5G,5c:64:7a:45:7e:68,-76,5745,102.61907195587064,17.977093068902338
ELL,e8:f6:54:7e:b1:79,"HUAWEI TECHNOLOGIES CO.,LTD",21,21,-88,-88,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:00.218,ELL,e8:f6:54:7e:b1:79,-88,5240,102.61907195587064,17.977093068902338
HUAWEI-5G-8TXz,dc:21:e2:98:c3:7c,"HUAWEI TECHNOLOGIES CO.,LTD",54,54,-77,-77,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:02.198,HUAWEI-5G-8TXz,dc:21:e2:98:c3:7c,-74,5180,102.61907195587064,17.977093068902338
Tommy,dc:21:e2:98:c3:78,"HUAWEI TECHNOLOGIES CO.,LTD",66,66,-73,-73,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:02.198,Tommy,dc:21:e2:98:c3:78,-64,2437,102.61907195587064,17.977093068902338
Pouck,64:6d:4e:33:c2:d5,"HUAWEI TECHNOLOGIES CO.,LTD",33,33,-84,-84,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:05.325,Pouck,64:6d:4e:33:c2:d5,-90,5240,102.61907195587064,17.977093068902338
Pouck,64:6d:4e:33:c2:d0,"HUAWEI TECHNOLOGIES CO.,LTD",24,24,-87,-87,WPA2-Personal,CCMP,802.11ac,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:07.255,Pouck,64:6d:4e:33:c2:d0,-70,2427,102.61907195587064,17.977093068902338
aling makeup-2.4G,a6:a4:6b:20:87:80,Unknown,60,72,-75,-71,OWE,CCMP,802.11ax,2,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:07.255,aling makeup-2.4G,a6:a4:6b:20:87:80,-71,2417,102.61905300543457,17.97783483657484
BISTON,5c:64:7a:45:7e:64,"HUAWEI TECHNOLOGIES CO.,LTD",63,63,-74,-74,WPA2-Personal,CCMP,802.11n,3,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:07.255,BISTON,5c:64:7a:45:7e:64,-82,2422,102.61900761221574,17.97668661887705
NVR9ca3a9337f9d,9c:a3:a9:33:7f:9d,"Guangzhou Juan Optical and Electronical Tech Joint Stock Co., Ltd",77,77,-67,-67,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:07.255,NVR9ca3a9337f9d,9c:a3:a9:33:7f:9d,-79,2462,102.619073923288,17.977449156382846
EAP-225 AC1350,40:ed:00:a4:09:88,TP-Link Corporation Limited,79,79,-64,-64,WPA2-Personal,CCMP,802.11ac,6,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:07.255,EAP-225 AC1350,40:ed:00:a4:09:88,-80,2437,102.619073923288,17.977449156382846
Guest WiFi,42:ed:00:a4:09:88,Unknown,80,80,-63,-63,WPA2-Personal,CCMP,802.11ac,6,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:07.255,Guest WiFi,42:ed:00:a4:09:88,-76,2437,102.619073923288,17.977449156382846
LTC,64:5e:10:5a:82:b4,"HUAWEI TECHNOLOGIES CO.,LTD",75,75,-70,-70,Open,,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:11.908,LTC,64:5e:10:5a:82:b4,-76,2462,102.619073923288,17.977449156382846
Sumo,60:ce:41:0c:02:d9,"HUAWEI TECHNOLOGIES CO.,LTD",21,21,-88,-88,WPA2-Personal,CCMP,802.11ax,44,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:11.908,Sumo,60:ce:41:0c:02:d9,-91,5220,102.619073923288,17.977449156382846
aling makeup-5G,a6:a4:6b:20:87:84,Unknown,51,51,-78,-78,OWE,CCMP,802.11ax,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:11.908,aling makeup-5G,a6:a4:6b:20:87:84,-81,5180,102.619073923288,17.977449156382846
Sumo,60:ce:41:0c:02:d4,"HUAWEI TECHNOLOGIES CO.,LTD",63,63,-74,-74,WPA2-Personal,CCMP,802.11ac,4,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:14.573,Sumo,60:ce:41:0c:02:d4,-77,2427,102.619073923288,17.977449156382846
Somsay,ac:61:75:a4:de:c4,"HUAWEI TECHNOLOGIES CO.,LTD",42,75,-81,-70,WPA2-Personal,CCMP,802.11n,5,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:14.573,Somsay,ac:61:75:a4:de:c4,-73,2432,102.6190503402552,17.97894483116015
UNITEL_S-VAN.NN,5c:92:5e:c7:36:28,Zioncom Electronics (Shenzhen) Ltd.,45,86,-80,-53,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:14.573,UNITEL_S-VAN.NN,5c:92:5e:c7:36:28,-72,2412,102.61905049853642,17.97856562204796
Fenta shop,cc:29:bd:69:1f:30,zte corporation,75,75,-70,-70,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:14.573,Fenta shop,cc:29:bd:69:1f:30,-70,2452,102.619073923288,17.977449156382846
ATHIT 789,b0:a7:b9:42:6c:2e,TP-Link Corporation Limited,12,12,-91,-91,WPA2-Personal,CCMP,802.11ax,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:14.573,ATHIT 789,b0:a7:b9:42:6c:2e,-87,5745,102.61905300543457,17.97783483657484
ATHIT 789,b0:a7:b9:42:6c:2f,TP-Link Corporation Limited,76,77,-69,-68,WPA2-Personal,CCMP,802.11ax,4,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:14.573,ATHIT 789,b0:a7:b9:42:6c:2f,-72,2427,102.61905300543457,17.97783483657484
Snow,cc:29:bd:68:ca:f4,zte corporation,81,81,-61,-61,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:14.573,Snow,cc:29:bd:68:ca:f4,-70,2447,102.61905300543457,17.97783483657484
Many say,c8:3a:35:32:a5:e8,"Tenda Technology Co., Ltd.",75,81,-70,-61,WPA-Personal,CCMP,802.11n,8,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:22.802,Many say,c8:3a:35:32:a5:e8,-76,2447,102.61905049853642,17.97856562204796
UNITEL_Apple by Tom,24:43:e2:3f:30:df,DASAN Network Solutions,48,82,-79,-60,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:25.224,UNITEL_Apple by Tom,24:43:e2:3f:30:df,-57,2452,102.61880015916172,17.979448193053702
Noy,dc:c6:4b:22:79:b4,"HUAWEI TECHNOLOGIES CO.,LTD",54,54,-77,-77,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:25.224,Noy,dc:c6:4b:22:79:b4,-68,2417,102.61905049853642,17.97856562204796
UNITEL_GPON_7768C8,d0:96:fb:77:68:cf,DZS Inc.,57,63,-76,-74,WPA2-Personal,CCMP,802.11n,9,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:25.224,UNITEL_GPON_7768C8,d0:96:fb:77:68:cf,-80,2452,102.61905049853642,17.97856562204796
CPE_221073,74:23:22:22:10:73,Unknown,63,85,-74,-54,WPA2-Personal,CCMP,802.11n,4,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:27.600,CPE_221073,74:23:22:22:10:73,-76,2427,102.61908880786147,17.97929020113558
UNITEL_Anoulak,5c:92:5e:a6:a5:34,Zioncom Electronics (Shenzhen) Ltd.,75,85,-70,-55,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:32.053,UNITEL_Anoulak,5c:92:5e:a6:a5:34,-66,2412,102.61863622953742,17.97941257290714
Champion 1,0c:c6:cc:46:40:70,"HUAWEI TECHNOLOGIES CO.,LTD",77,77,-68,-68,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:32.053,Champion 1,0c:c6:cc:46:40:70,-72,2417,102.61908880786147,17.97929020113558
Rein coffee,b8:d6:f6:99:a2:48,"HUAWEI TECHNOLOGIES CO.,LTD",12,60,-91,-75,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:34.723,Rein coffee,b8:d6:f6:99:a2:48,-86,5745,102.61914663168378,17.979482411047258
Tuk,04:e7:95:3c:cf:c4,"HUAWEI TECHNOLOGIES CO.,LTD",54,84,-77,-57,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:34.723,Tuk,04:e7:95:3c:cf:c4,-72,2462,102.61916524775864,17.97953021032589
THIENAN2017,f4:28:53:f0:6d:34,Zioncom Electronics (Shenzhen) Ltd.,30,82,-85,-59,WPA2-Personal,CCMP,802.11ac,1,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:36.860,THIENAN2017,f4:28:53:f0:6d:34,-71,2412,102.61880015916172,17.979448193053702
Rein Cafe,64:6d:4e:33:7c:6c,"HUAWEI TECHNOLOGIES CO.,LTD",45,66,-80,-73,WPA2-Personal,CCMP,802.11ac,5,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:36.860,Rein Cafe,64:6d:4e:33:7c:6c,-77,2432,102.61916524775864,17.97953021032589
PhouVanh,60:d7:55:a2:2a:ac,"HUAWEI TECHNOLOGIES CO.,LTD",27,79,-86,-64,WPA2-Personal,CCMP,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:38.766,PhouVanh,60:d7:55:a2:2a:ac,-66,5180,102.618659445431,17.979417994908182
Rein Cafe,64:6d:4e:33:7c:71,"HUAWEI TECHNOLOGIES CO.,LTD",51,51,-78,-78,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:38.766,Rein Cafe,64:6d:4e:33:7c:71,-88,5240,102.61907706602894,17.979509484443284
Eleanor dtudios,e8:f6:54:bd:5c:c8,"HUAWEI TECHNOLOGIES CO.,LTD",69,69,-72,-72,WPA2-Personal,CCMP,802.11ac,10,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:40.614,Eleanor dtudios,e8:f6:54:bd:5c:c8,-70,2457,102.61907706602894,17.979509484443284
Eleanor dtudios_plus,24:cf:24:18:81:d4,"Beijing Xiaomi Mobile Software Co., Ltd",77,77,-67,-67,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:40.614,Eleanor dtudios_plus,24:cf:24:18:81:d4,-85,2457,102.61936963664486,17.97954342017075
Eleanor studios,e8:f6:54:bd:5c:cd,"HUAWEI TECHNOLOGIES CO.,LTD",24,24,-87,-87,WPA2-Personal,CCMP,802.11ax,48,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:42.782,Eleanor studios,e8:f6:54:bd:5c:cd,-93,5240,102.61880015916172,17.979448193053702
Philom somsouthi,24:43:e2:85:6a:a8,DASAN Network Solutions,51,51,-78,-78,WPA2-Personal,CCMP,802.11n,10,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:44.288,Philom somsouthi,24:43:e2:85:6a:a8,-69,2457,102.61936963664486,17.97954342017075
UNITEL_PkQXz2_5G,58:d3:12:e3:38:98,Unknown,3,51,-94,-78,WPA2-Personal,CCMP,802.11ac,52,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:46.132,UNITEL_PkQXz2_5G,58:d3:12:e3:38:98,-83,5260,102.62011388925092,17.979712806060125
4G-UFI-03B,a0:a0:22:d0:a0:3b,Unknown,45,45,-80,-80,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:26:55.186,4G-UFI-03B,a0:a0:22:d0:a0:3b,-77,2437,102.61982811189394,17.97962513751859
Amazon88,04:e7:95:3c:4f:fc,"HUAWEI TECHNOLOGIES CO.,LTD",21,57,-88,-76,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:12.730,Amazon88,04:e7:95:3c:4f:fc,-76,5745,102.61831481532998,17.979399473298145
Amazon88,04:e7:95:3c:4f:f8,"HUAWEI TECHNOLOGIES CO.,LTD",45,69,-80,-72,WPA2-Personal,CCMP,802.11n,6,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:12.730,Amazon88,04:e7:95:3c:4f:f8,-77,2437,102.61834534116124,17.979383250889224
HUAWEI-B311-12A5,74:0a:e1:7b:12:a5,"Huawei Device Co., Ltd.",39,63,-82,-74,WPA2-Personal,CCMP,802.11n,13,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:12.730,HUAWEI-B311-12A5,74:0a:e1:7b:12:a5,-76,2472,102.61829074005944,17.979455140055233
Skywifi,8c:de:f9:06:5a:33,"Beijing Xiaomi Mobile Software Co., Ltd",45,48,-80,-79,WPA2-Personal,CCMP,802.11n,5,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:12.730,Skywifi,8c:de:f9:06:5a:33,-78,2432,102.61842273561211,17.98006688214646
PhouVanh,60:d7:55:a2:2a:a8,"HUAWEI TECHNOLOGIES CO.,LTD",83,83,-58,-58,WPA2-Personal,CCMP,802.11n,2,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:12.730,PhouVanh,60:d7:55:a2:2a:a8,-61,2417,102.618659445431,17.979417994908182
Winner,b8:d6:f6:44:ed:c0,"HUAWEI TECHNOLOGIES CO.,LTD",18,60,-89,-75,WPA2-Personal,CCMP,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:19.485,Winner,b8:d6:f6:44:ed:c0,-81,5745,102.61836058971016,17.97992717088828
TradingAcademy2,b4:04:21:87:20:de,zte corporation,30,80,-85,-63,WPA2-Personal,CCMP,802.11n,8,"1,2,5.5,11","9,18,36,54,6,12,24,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:19.485,TradingAcademy2,b4:04:21:87:20:de,-72,2447,102.61829074005944,17.979455140055233
1ebd8c18,f4:91:1e:bd:8c:18,ZHUHAI EWPE INFORMATION TECHNOLOGY INC,30,60,-85,-75,WPA2-Personal,CCMP,802.11n,1,"1,2,5.5,6,9,11,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:19.485,1ebd8c18,f4:91:1e:bd:8c:18,-81,2412,102.61829393816257,17.97951653745105
Pui Disign-5G,5c:64:7a:c0:e0:9c,"HUAWEI TECHNOLOGIES CO.,LTD",30,63,-85,-74,WPA2-Personal,CCMP,802.11ax,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:19.485,Pui Disign-5G,5c:64:7a:c0:e0:9c,-84,5180,102.61829979070356,17.979418820516425
Aliengreen,14:4d:67:6f:2e:ec,Zioncom Electronics (Shenzhen) Ltd.,45,83,-80,-58,WPA2-Personal,CCMP,802.11ac,11,"1,2,5.5,11","6,9,12,18,24,36,48,54",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:19.485,Aliengreen,14:4d:67:6f:2e:ec,-65,2462,102.61765488739444,17.97914358064628
Souliya,f4:4c:7f:7e:63:30,"HUAWEI TECHNOLOGIES CO.,LTD",66,81,-73,-61,WPA2-Personal,CCMP,802.11n,11,"1,2,5.5,11,18,24,36,54","6,9,12,48",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2025-02-02,03:27:19.485,Souliya,f4:4c:7f:7e:63:30,-64,2462,102.61842273561211,17.98006688214646
